0.224991591484104	0.224991591484104	1	1	1	-0.285427742494795
-0.97454252753557	-0.97454252753557	1	0	1	-2.33353176490961
0.19590969210935	0.19590969210935	1	1	1	0.0468180689957051
1	1	1	1	1	1
1	1	1	1	1	1
1.77506881842261	1.77506881842261	1	1	1	1
-1.00648068736027	-1.00648068736027	1	0	1	-0.305314567179895
-0.781086242107176	-0.781086242107176	1	0	1	-1.69273285169591
1.79252039372883	1.79252039372883	1	1	1	-0.177824558931319
1	1	1	1	1	1
0.630498025349646	1	0.630498025349646	1	1	0.94693699308361
1	1	1	1	1	1
-1.7101721581167	1	-1.7101721581167	1	0	1
0.445403243320321	0.445403243320321	1	1	1	0.347146830766996
0.20316368993191	0.20316368993191	1	1	1	2.47587153482305
1	1	1	1	1	1
1	1	1	1	1	1
-0.335988640481819	-0.335988640481819	1	0	1	-0.539936962168979
-2.29061284080028	1	-2.29061284080028	1	0	1
1	1	1	1	1	-0.295356553332219
1	1	1	1	1	1
-0.107762113132544	-0.107762113132544	1	0	1	1
0.477040428489443	0.477040428489443	1	1	1	1
1	1	1	1	1	1
-0.685691288399397	-0.685691288399397	1	0	1	0.231291168010466
1	1	1	1	1	1
1	1	1	1	1	1
-1.18461371269513	-1.18461371269513	1	0	1	-1.39618687564041
1	1	1	1	1	1
1	1	1	1	1	1.28335683670352
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
-0.9688418277938	1	-0.9688418277938	1	0	-0.413672562030951
1	1	1	1	1	-1.16273580735885
1.19544069584784	1	1.19544069584784	1	1	1
1	1	1	1	1	1.3633100686421
-0.307903150582881	-0.307903150582881	1	0	1	-0.645884080137785
0.558364154775849	0.558364154775849	1	1	1	-0.0372907703658653
1	1	1	1	1	1
1	1	1	1	1	1
-1.35575446107921	1	-1.35575446107921	1	0	1
0.550072710193054	1	0.550072710193054	1	1	0.593970796595253
1	1	1	1	1	-1.58357204698067
1	1	1	1	1	1
-2.80932572206737	-2.80932572206737	1	0	1	1
0.566694165088068	0.566694165088068	1	1	1	1
2.80932572206737	1	2.80932572206737	1	1	1.43064617872782
0.57926356282872	1	0.57926356282872	1	1	0.738638429405728
1.11572700581155	1.11572700581155	1	1	1	-1.58915538403058
-1.43578394461799	-1.43578394461799	1	0	1	1
-0.56460799576486	-0.56460799576486	1	0	1	-0.218274566272752
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	-0.0642964536201227
-0.690196026222781	-0.690196026222781	1	0	1	1
-1.22879430803663	1	-1.22879430803663	1	0	-0.565815825402797
1.7665419834786	1	1.7665419834786	1	1	-0.187503572665011
2.03506859300615	2.03506859300615	1	1	1	-1.18485204842994
0.326598429936684	0.326598429936684	1	1	1	1
1	1	1	1	1	2.12550732156636
1	1	1	1	1	1
1	1	1	1	1	-0.966999459630137
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
-0.30417718205564	-0.30417718205564	1	0	1	0.367439597909701
1	1	1	1	1	1
1	1	1	1	1	1
1.4308183956064	1	1.4308183956064	1	1	1
-0.0649334966965995	-0.0649334966965995	1	0	1	1
-0.0293370917560526	-0.0293370917560526	1	0	1	0.759642421799446
-1.59851199519026	1	-1.59851199519026	1	0	-0.820334723796644
-0.0631520964679067	-0.0631520964679067	1	0	1	-1.06257510089642
1	1	1	1	1	1
-0.541818911050285	-0.541818911050285	1	0	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1.1721440163989
1.57966154274531	1.57966154274531	1	1	1	0.382758635462562
-0.334108253324302	-0.334108253324302	1	0	1	0.508989628885774
1	1	1	1	1	1
-0.453269614500834	1	-0.453269614500834	1	0	1
0.10955038917491	0.10955038917491	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
-1.17392384143832	1	-1.17392384143832	1	0	1
1.44582265406998	1	1.44582265406998	1	1	0.91031155229098
0.687941912287913	1	0.687941912287913	1	1	0.898371844501957
0.377672688839601	0.377672688839601	1	1	1	-0.984878929578496
1	1	1	1	1	1
0.525420680633878	0.525420680633878	1	1	1	-0.3454623165578
0.535652725737822	0.535652725737822	1	1	1	1
0.13462572466767	0.13462572466767	1	1	1	0.348832330613017
-0.431702779790153	-0.431702779790153	1	0	1	-0.609180108884697
